symbol,price_usd,name,market_cap,decimals,address
BB-A-USDT,1.0088822609707881,Balancer Aave Boosted Pool (USDT),9328391.040171538,18.0,0x2bbf681cc4eb09218bee85ea2a5d3d13fa40fc0c
ZCN,0.192624,0CHAIN,9323191.0,10.0,0xb9ef770b6a5e12e45983c5d80545258aa38f3b78
DVF,0.772949,Rhino.fi,9317372.0,18.0,0xa7aa2921618e3d63da433829d448b58c9445a4c3
CREAM,12.25,CREAM,9313910.0,18.0,0x2ba592f78db6436527729929aaf6c908497cb200
KDAG,0.17086123135755651,King DAG,9303658.028021399,18.0,0x95e40e065afb3059dcabe4aaf404c1f92756603a
GFI,0.00905679,Gravity Finance,9294830.0,18.0,0x874e178a2f3f3f9d34db862453cd756e7eab0381
SWASH,0.01731633,SWASH,9294184.0,18.0,0xa130e3a33a4d84b04c3918c4e5762223ae252f80
BOA,0.03002458,BOSAGORA,9245870.0,7.0,0x746dda2ea243400d5a63e0700f190ab79f06489e
FIBO,0.01108181,FibSwap DEX,9179048.0,18.0,0x2b3b16826719bf0b494c8ddebaa5e882093ee37e
XFT,1.31,OFFSHIFT,9148852.0,18.0,0xabe580e7ee158da464b51ee1a83ac0289622e6be
XFT,1.31,OFFSHIFT,9148852.0,18.0,0x76bc677d444f1e9d57daf5187ee2b7dc852745ae
CIV,0.02751821,Civilization,9133665.0,18.0,0x42f6bdcfd82547e89f1069bf375aa60e6c6c063d
UMAMI,12.59,Umami,9116021.0,9.0,0x1622bf67e6e5747b81866fe0b85178a93c7f86e3
GM,1.605e-05,GM,9113988.0,18.0,0xe5597f0723eeaba1b26948e06f008bf0fc1e37e6
QTCON,0.00144023,QUIZTOK,9099376.0,,0xa00a4d5786a6e955e9539d01d78bf68f3271c050
CVXPAX-USDP3CRV-F,1.0242582693234055,Curve.fi Factory USD Metapool: Paxos Dollar (USDP) Convex Deposit,9066509.49895951,18.0,0x918696ab70bf4f9a22497fc73903f3498a885980
RENBTC,29280.0,renBTC,9057202.0,8.0,0xdbf31df14b66535af65aac99c32e9ea844e14501
K21,0.502399,K21,9013179.0,18.0,0xb9d99c33ea2d86ec5ec6b8a4dd816ebba64404af
IETH,2009.91,Instadapp ETH,8999052.0,18.0,0xc383a3833a87009fd9597f8184979af5edfad019
MEME,0.215334,MEMETIC,8961617.0,,0x3bcaa7f4103895bb0e81240e38862078c6b4ba42
MEME,0.215334,MEMETIC,8961617.0,8.0,0xd5525d397898e5502075ea5e830d8914f6f0affe
QTCON,0.00140366,Quiztok,8920320.0,18.0,0x1bf7fd22709733ccd7c45ab27dd02c7ec8e50078
SOS,2.23925e-07,OPENDAO,8918995.0,18.0,0x3b484b82567a09e2588a13d54d032153f0c0aee0
MYST,0.271498,Mysterium,8889641.0,18.0,0x1379e8886a944d2d9d440b3d88df536aea08d9f3
DOG,0.00101107,The Doge NFT,8880326.0,18.0,0x4425742f1ec8d98779690b5a3a6276db85ddc01a
DOG,0.00101107,The Doge NFT,8880326.0,18.0,0xeee3371b89fc43ea970e908536fcddd975135d8a
IMGNAI,0.011427106724024517,Image Generation AI,8876957.402970677,9.0,0xa735a3af76cc30791c61c10d585833829d36cbe0
DMTR,0.04252675,DIMITRA,8841950.0,18.0,0x51cb253744189f11241becb29bedd3f1b5384fdb
PKF,0.076971,POLKAFOUNDRY,8823593.0,18.0,0x8b39b70e39aa811b69365398e0aace9bee238aeb
VEE,0.00165993,BLOCKv,8732666.0,18.0,0xf1c1a3c2481a3a8a3f173a9ab5ade275292a6fa3
SUSHI/WETH,113.19377769193942,SushiSwap LP SUSHI/WETH,8718942.0287129,18.0,0x795065dcc9f64b5614c407a6efdc400da6221fb0
SUSHI/WETH,113.19377769193942,SushiSwap LP SUSHI/WETH,8718942.0287129,18.0,0xb5846453b67d0b4b4ce655930cf6e4129f4416d7
MYST,0.268931,MYSTERIUM,8710677.0,18.0,0x4cf89ca06ad997bc732dc876ed2a7f26a9e7f361
JUP,0.00836424,Jupiter,8696805.0,18.0,0x4b1e80cac91e2216eeb63e29b957eb91ae9c2be8
XED,0.097272,EXEEDME,8691295.0,18.0,0xee573a945b01b788b9287ce062a0cfc15be9fd86
ALD,0.063077,ALADDIN DAO,8683588.0,18.0,0xb26c4b3ca601136daf98593feaeff9e0ca702a8d
XDEFI,0.104702,XDEFI,8678290.0,18.0,0x72b886d09c117654ab7da13a14d603001de0b777
DSLA,0.00157051,DSLA PROTOCOL,8672736.0,18.0,0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe
APOLDAI,0.999809,Aave Polygon DAI,8628952.937390402,18.0,0x82e64f49ed5ec1bc6e43dad4fc8af9bb3a2312ee
PUNK/WETH,27524.334138026,SushiSwap LP PUNK/WETH,8627155.203506697,18.0,0x0463a06fbc8bf28b3f120cd1bfc59483f099d332
GRC,0.01965026,GRIDCOIN,8585505.0,18.0,0x46d886887b6908183032c75dee1b731b26d653c6
UBSN,5.402e-05,SILENT NOTARY,8574827.0,0.0,0x86efc496dca70bcfd92d19194290e8457a375773
MANC,0.857386,MANCIUM,8553935.0,2.0,0xe0c05ec44775e4ad62cdc2eecdf337aa7a143363
CVXCRVWSBTC,27551.938661495667,Curve.fi wBTC/sBTC Convex Deposit,8553387.757856634,18.0,0x7b55160e5199ec3bedeed13c701a7b462dcbb41c
RADAR,0.01120801,DAPPRADAR,8535407.0,18.0,0x44709a920fccf795fbc57baa433cc3dd53c44dbe
IJPY,7.465319754079098e-05,Iron Bank JPY,8533100.706738858,8.0,0x215f34af6557a6598dbda9aa11cc556f5ae264b1
CRPT,0.101036,CRYPTERIUM,8527551.0,18.0,0x08389495d7456e1951ddf7c3a1314a4bfb646d8b
WETH/AURA,67.87424359842235,BalancerV2 LP WETH/AURA,8497054.805530433,18.0,0xc29562b045d80fd77c69bec09541f5c16fe20d9d
WETH/AURA,67.87424359842235,BalancerV2 LP WETH/AURA,8497054.805530433,18.0,0xcfca23ca9ca720b6e98e3eb9b6aa0ffc4a5c08b9
IDRT,6.345e-05,RUPIAH,8468289.0,2.0,0x998ffe1e43facffb941dc337dd0468d52ba5b48a
XRT,6.21,ROBONOMICS NETWORK,8454528.0,9.0,0x7de91b204c1c737bcee6f000aaa6569cf7061cb7
AMAAVE,64.58,Aave Matic Market AAVE,8452380.18080383,18.0,0x1d2a0e5ec8e5bbdca5cb219e649b565d8e5c3360
BEND,0.01511636,BENDDAO,8343210.0,18.0,0x0d02755a5700414b26ff040e1de35d337df56218
MOOBALANCERWSTETH-ETHV2,1873.3024815690083,Beefy Moo Balancer wstETH-ETH V2,8340439.51571748,18.0,0xb27c433c1cdb1b42e2601af2d40dd442fbf1cdc3
KAT,0.0052486,KAMBRIA,8322189.0,18.0,0x14da230d6726c50f759bc1838717f8ce6373509c
VAL,1.74,VALIDITY,8304227.0,18.0,0xe88f8313e61a97cec1871ee37fbbe2a8bf3ed1e4
BRIDGE,1.31,OCTUS BRIDGE,8253069.0,18.0,0x92868a5255c628da08f550a858a802f5351c5223
DFYN,0.04508226,DFYN NETWORK,8242535.0,18.0,0x9695e0114e12c0d3a3636fab5a18e6b737529023
IDRT,6.768e-05,Rupiah,8191159.0,6.0,0x554cd6bdd03214b10aafa3e0d4d42de0c5d2937b
HAPI,11.49,HAPI,8151416.0,18.0,0xd9c2d319cd7e6177336b0a9c93c21cb48d84fb54
LTX,0.254941,LATTICE,8139265.0,8.0,0xa393473d64d2f9f026b60b6df7859a689715d092
YCRV-F,0.8135320981939759,Curve.fi Factory Plain Pool: yCRV,8130203.18390277,18.0,0x99f5acc8ec2da2bc0771c32814eff52b712de1e5
YCRV-F,0.8135320981939759,Curve.fi Factory Plain Pool: yCRV,8130203.18390277,18.0,0x453d92c7d4263201c69aacfaf589ed14202d83a4
WSTETH/COMP,273.3287366791943,BalancerV2 LP wstETH/COMP,8117206.944711834,18.0,0x496ff26b76b8d23bbc6cf1df1eee4a48795490f7
KOMPETE,0.01293933,KOMPETE,8087082.0,10.0,0x1e0b2992079b620aa13a7c2e7c88d2e1e18e46e9
BAN,0.00542878,Banano,8082805.0,18.0,0xe20b9e246db5a0d21bf9209e4858bc9a3ff7a034
NSBT,2.98,NEUTRINO SYSTEM BASE,8064136.0,6.0,0x9d79d5b61de59d882ce90125b18f74af650acb93
VEE,0.00244259,BLOCKV,8058750.0,18.0,0x340d2bde5eb28c1eed91b2f790723e3b160613b7
VEE,0.00244259,BLOCKV,8058750.0,,0x7616113782aadab041d7b10d474f8a0c04eff258
JONES,1.77,Jones DAO,8050911.0,18.0,0x10393c20975cf177a3513071bc110f7962cd67da
GNY,0.04728192,GNY,8032216.0,18.0,0xb1f871ae9462f1b2c6826e88a7827e76f86751d4
CWBTC,571.97,CWBTC,8021360.0,8.0,0xc11b1268c1a384e55c48c2391d8d480264a3a7f4
SYLO,0.00193377,SYLO,7983994.0,18.0,0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4
ARIA20,0.297987,ARIANEE,7978598.0,18.0,0xedf6568618a00c6f0908bf7758a16f76b6e04af9
PTU,0.3407234650206364,Pintu Token,7960026.56530949,18.0,0xc229c69eb3bb51828d0caa3509a05a51083898dd
NWC,0.054985,NEWSCRYPTO COIN,7953000.0,18.0,0x968f6f898a6df937fc1859b323ac2f14643e3fed
PBR,0.122684,POLKABRIDGE,7934328.0,18.0,0x298d492e8c1d909d3f63bc4a36c66c64acb3d695
SWASH,0.01355066,Swash,7906557.0,18.0,0xba3cb8329d442e6f9eb70fafe1e214251df3d275
ARIA20,0.289382,Arianee,7901735.0,18.0,0x46f48fbdedaa6f5500993bede9539ef85f4bee8e
RAE,1.14,RECEIVE ACCESS ECOSYSTEM,7890244.0,18.0,0xe5a3229ccb22b6484594973a03a3851dcd948756
DAI/WETH,132.64763621106144,SushiSwap LP DAI/WETH,7887154.290341036,18.0,0xc3d03e4f041fd4cd388c549ee2a29a9e5075882f
AMUSDT,1.001,Aave Matic Market USDT,7855869.117846749,6.0,0x60d55f02a771d515e077c9c2403a1ef324885cec
DOG,0.00091285,THE DOGE NFT,7843892.0,18.0,0xbaac2b4491727d78d2b78815144570b9f2fe8899
YVUSDT,1.066698633,Yearn yvUSDT 0.3.5,7830835.948274835,6.0,0x7da96a3891add058ada2e826306d812c638d87a7
WRLD,0.01419596,NFT WORLDS,7768968.0,18.0,0xd5d86fc8d5c0ea1ac1ac5dfab6e529c9967a45e9
RING,0.00518973,DARWINIA NETWORK,7704696.0,18.0,0x9469d013805bffb7d3debe5e7839237e535ec483
DAFI,0.01359542,DAFI PROTOCOL,7696813.0,18.0,0xfc979087305a826c2b2a0056cfaba50aad3e6439
SPC,0.01905345,SPACECHAIN (ERC-20),7691595.0,18.0,0x86ed939b500e121c0c5f493f399084db596dad20
EQUAD,0.01417674,QUADRANT PROTOCOL,7680282.0,18.0,0xc28e931814725bbeb9e670676fabbcb694fe7df2
PAXG/WETH,5176.841236751636,UniswapV2 LP PAXG/WETH,7671236.887418646,18.0,0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c
UPUNK,0.03081397,UNICLY CRYPTOPUNKS COLLECTION,7667829.0,18.0,0x8d2bffcbb19ff14a698c424fbcdcfd17aab9b905
BIGSB/USDC,2458412.592252196,UniswapV2 LP BigSB/USDC,7657366.520764336,18.0,0x149148acc3b06b8cc73af3a10e84189243a35925
NATION,790.06,NATION3,7654135.0,18.0,0x333a4823466879eef910a04d473505da62142069
DVF,0.641043,RHINO.FI,7646939.0,18.0,0xdddddd4301a082e62e84e43f474f044423921918
EDEN,0.06194,EDEN,7588609.0,18.0,0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559
JAM,0.0028566,GEOJAM,7585925.0,18.0,0x23894dc9da6c94ecb439911caf7d337746575a72
NOTE,0.250066,NOTIONAL FINANCE,7582742.0,8.0,0xcfeaead4947f0705a14ec42ac3d44129e1ef3ed5
BBS,0.0276326,BBS NETWORK,7581765.0,18.0,0xfe459828c90c0ba4bc8b42f5c5d44f316700b430
SNFT/WETH,275.8819347087121,UniswapV2 LP SNFT/WETH,7571509.326096845,18.0,0x6c0ced70ec08e2d1168750a99402375956668656
DFA,0.029382425261122957,DeFine,7566824.655831667,18.0,0x62959c699a52ec647622c91e79ce73344e4099f5
DELTA/WETH,91.49760944662012,SushiSwap LP DELTA/WETH,7562411.834519965,18.0,0x1498bd576454159bb81b5ce532692a8752d163e8
CGG,0.098927,CHAIN GUARDIANS,7556492.0,18.0,0x1fe24f25b1cf609b9c4e7e12d802e3640dfa5e43
EL,0.00237647,ELYSIA,7552602.0,18.0,0x2781246fe707bb15cee3e5ea354e2154a2877b16
ANGLE,0.03775902,ANGLE,7551600.0,18.0,0x31429d1856ad1377a8a0079410b297e1a9e214c2
HDP.Ф,0.114132,HEDPAY,7544444.0,4.0,0xc4d5545392f5fc57eba3af8981815669bb7e2a48
ACX,0.0473106,Across Protocol,7531882.0,18.0,0xf328b73b6c685831f238c30a23fc19140cb4d8fc
ACX,0.0473106,Across Protocol,7531882.0,18.0,0x53691596d1bce8cea565b84d4915e69e03d9c99d
CVXCDAI+CUSDC,1.1194718557406302,Curve.fi cDAI/cUSDC Convex Deposit,7493319.834750878,18.0,0x32512bee3848bfcbb7beaf647aa697a100f3b706
DFYN,0.03773609,Dfyn Network,7482863.0,18.0,0xc168e40227e4ebd8c1cae80f7a55a4f0e6d66c97
RAI,2.75,Rai Reflex Index,7433129.0,18.0,0x00e5646f60ac6fb446f621d146b6e1886f002905
RAI,2.8,RAI REFLEX INDEX,7417487.0,18.0,0x03ab458634910aad20ef5f1c8ee96f1d6ac54919
MITX,0.01723146,MORPHEUS LABS,7397152.0,18.0,0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6
YVCURVE-3CRYPTO-F,1194.1841066204493,Yearn yvCurve-3Crypto-f 0.4.5,7374198.339614674,18.0,0x8078198fc424986ae89ce4a910fc109587b6abf3
BUSD3CRV-F,1.0204051326705887,Curve.fi Factory USD Metapool: Binance USD,7331931.420369168,18.0,0x4807862aa8b2bf68830e4c8dc86d0e9a998e085a
RGT,0.626614,Rari Governance,7327944.0,18.0,0xef888bca6ab6b1d26dbec977c455388ecd794794
CVXYCRV-F,0.8149138618223882,Curve.fi Factory Plain Pool: yCRV Convex Deposit,7313890.719621314,18.0,0x070e60d04ed93a687365218fc5b5528dea20e705
REALM,0.01667391,REALM,7300839.0,18.0,0x464fdb8affc9bac185a7393fd4298137866dcfb8
TONE,0.01239242,TE-FOOD,7283807.0,18.0,0x2ab6bb8408ca3199b8fa6c92d5b455f820af03c4
WXT,0.00308591,WXT Token,7275156.0,18.0,0xa02120696c7b8fe16c09c749e4598819b2b0e915
XDB,0.00085686,DigitalBits,7272077.0,7.0,0xb9eefc4b0d472a44be93970254df4f4016569d27
XMON,2865.64,XMON,7232975.0,18.0,0x3aada3e213abf8529606924d8d1c55cbdc70bf74
BDT,4.28,BLACKDRAGON,7226072.0,18.0,0x4efe8665e564bf454ccf5c90ee16817f7485d5cf
STBT3CRV-F,1.0057684502249982,Curve.fi Factory USD Metapool: STBT/3CRV,7213935.735585524,18.0,0x892d701d94a43bdbcb5ea28891daca2fa22a690b
VST,0.997537,Vesta Stable,7211008.0,18.0,0x64343594ab9b56e99087bfa6f2335db24c2d1f17
WOM,0.155789,WOMBAT EXCHANGE,7209416.0,18.0,0xbd356a39bff2cada8e9248532dd879147221cf76
CTX,1.83,CRYPTEX FINANCE,7199245.0,18.0,0x321c2fe4446c7c963dc41dd58879af648838f98d
NEWO,0.04322269,NEW ORDER,7188663.0,18.0,0x98585dfc8d9e7d48f0b1ae47ce33332cf4237d96
AARBDAI,0.999809,Aave Arbitrum DAI,7167576.5054408,18.0,0x82e64f49ed5ec1bc6e43dad4fc8af9bb3a2312ee
EAC,0.00055414,EARTHCOIN,7144170.0,18.0,0xcae636167db2369bd746f2bcba79a6e8b0d4e000
CVXBUSD3CRV-F,1.0204051326705887,Curve.fi Factory USD Metapool: Binance USD Convex Deposit,7140898.694911007,18.0,0x02d784f98a312af3e2771297feff1da8273e4f29
CIRUS,0.111786,CIRUS,7127701.0,18.0,0xa01199c61841fce3b3dafb83fefc1899715c8756
PAINT,0.00061482,MURALL,7100207.0,18.0,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042
SUKU,0.05954,SUKU,7093323.0,18.0,0x0763fdccf1ae541a5961815c0872a8c5bc6de4d7
ZKP,0.02617955,Panther Protocol,7087938.0,18.0,0x9a06db14d639796b25a6cec6a1bf614fd98815ec
CVXSTGUSDC-F,1.6582802323000518,Curve.fi Factory Crypto Pool: STG/USDC Convex Deposit,7086184.339731817,18.0,0x54e8599259afe506f5bd270c5856f6c2dfc654c9
XEN,7.92807e-07,XEN CRYPTO,7036630.0,18.0,0x06450dee7fd2fb8e39061434babcfc05599a6fb8
DPX/WETH,1155.6211028092862,SushiSwap LP DPX/WETH,7029245.684466725,18.0,0x0c1cf6883efa1b496b01f654e247b9b419873054
TOWN,0.03442678,TOWN STAR,7024166.0,8.0,0x3dd98c8a089dbcff7e8fc8d4f532bd493501ab7f
DIP,0.01672238,ETHERISC DIP,7012748.0,18.0,0xc719d010b63e5bbf2c0551872cd5316ed26acd83
RVF,0.087944,RocketX exchange,6996849.0,18.0,0x2ce13e4199443fdfff531abb30c9b6594446bbc7
MARSH,0.159143,UNMARSHAL,6993865.0,18.0,0x5a666c7d92e5fa7edcb6390e4efd6d0cdd69cf37
NFTX,16.47,NFTX,6958058.0,18.0,0x87d73e916d7057945c9bcd8cdd94e42a6f47f776
FEVR,0.00060795,RealFevr,6928484.0,18.0,0x9fb83c0635de2e815fd1c21b3a292277540c2e8d
FEVR,0.00060795,RealFevr,6928484.0,18.0,0xe6b9d092223f39013656702a40dbe6b7decc5746
PAINT,0.00058223,MurAll,6909943.0,18.0,0x7c28f627ea3aec8b882b51eb1935f66e5b875714
FLX,0.03711336,FluxProtocol,6908223.0,18.0,0x3ea8ea4237344c9931214796d9417af1a1180770
CELL,0.242935,CELLFRAME,6901465.0,18.0,0x26c8afbbfe1ebaca03c2bb082e69d0476bffe099
ETH MATIC-F,81.47244545261515,Curve.fi Factory Crypto Pool: PAIR_ETH_MATIC,6874269.290059423,18.0,0xd8eb58d76af99547333cfeeb6a0f9bd1a63b6492
CBETH/ETH-F,3780.3988524796305,Curve.fi Factory Crypto Pool: cbETH/ETH,6844389.963779202,18.0,0x5b6c539b224014a09b3388e51caaa8e354c959c8
CVTX,0.113705,CarrieVerse,6790423.0,18.0,0x40f97ec376ac1c503e755433bf57f21e3a49f440
SDL,0.01619636,SADDLE FINANCE,6786266.0,18.0,0xf1dc500fde233a4055e25e5bbf516372bc4f6871
SDL,0.01619636,SADDLE FINANCE,6786266.0,18.0,0xa95c5ebb86e0de73b4fb8c47a45b792cfea28c23
CVXETH MATIC-F,81.47244545261515,Curve.fi Factory Crypto Pool: PAIR_ETH_MATIC Convex Deposit,6765069.712334584,18.0,0x8cb1e13dcb548d7c3f90e8c06b227e92b5a58d73
BUY,0.02024563,BUYING.COM,6736744.0,18.0,0x31fdd1c6607f47c14a2821f599211c67ac20fa96
BUY,0.02024563,BUYING.COM,6736744.0,2.0,0x396ec402b42066864c406d1ac3bc86b575003ed8
MASQ,0.186263,MASQ,6700673.0,18.0,0xee9a352f6aac4af1a5b9f467f6a93e0ffbe9dd35
MOOV,0.00749378,DOTMOOVS,6697324.0,18.0,0x24ec2ca132abf8f6f8a6e24a1b97943e31f256a7
IHF,0.058053112585977874,Invictus Hyperion Fund,6681530.1738198325,18.0,0xaf1250fa68d7decd34fd75de8742bc03b29bd58e
MULTI/WETH,267.30605912598134,SushiSwap LP MULTI/WETH,6678143.28819124,18.0,0x82917fb0dd65b0e5c85eea66e4f5c1ed484bc629
SPANK,0.00767471,SPANKCHAIN,6675460.0,18.0,0x42d6622dece394b54999fbd73d108123806f6a18
CVXCBETH/ETH-F,3780.3988524796305,Curve.fi Factory Crypto Pool: cbETH/ETH Convex Deposit,6661040.46633329,18.0,0x06a2c4431fb5dbfecbcba15154dd53e374c14292
DHT,0.143388,dHEDGE DAO,6612664.0,18.0,0x8c92e38eca8210f4fcbf17f0951b198dd7668292
DHT,0.143388,dHEDGE DAO,6612664.0,18.0,0x8038f3c971414fd1fc220ba727f2d4a0fc98cb65
TROVE,0.02177873,Arbitrove Governance Token,6601923.0,18.0,0x982239d38af50b0168da33346d85fb12929c4c07
HEC,2.73,HECTOR NETWORK,6601139.0,,0x29b3d220f0f1e37b342cf7c48c1164bf5bf79efa
XIDR,6.764e-05,XIDR,6575117.0,6.0,0xebf2096e01455108badcbaf86ce30b6e5a72aa52
RSV,1.007,RESERVE,6574508.0,18.0,0x196f4727526ea7fb1e17b2071b3d8eaa38486988
DHT,0.170992,DHEDGE DAO,6571311.0,18.0,0xca1207647ff814039530d7d35df0e1dd2e91fa84
XIDR,6.741e-05,XIDR,6563665.0,6.0,0x2c826035c1c36986117a0e949bd6ad4bab54afe2
CBX,0.03833463,CROPBYTES,6542501.0,18.0,0x37fc4b48ce93469dbea9918468993c735049642a
BONE/WETH,98.37698411736919,ShibaSwap LP BONE/WETH,6538178.359264893,18.0,0xefb47fcfcad4f96c83d4ca676842fb03ef20a477
TKP,0.082249,TOKPIE,6511876.0,18.0,0xd31695a1d35e489252ce57b129fd4b1b05e6acac
CHAIN,0.02308781,CHAIN GAMES,6510041.0,18.0,0xc4c2614e694cf534d407ee49f8e44d125e4681c4
BOTTO,0.261346,BOTTO,6494679.0,18.0,0x9dfad1b7102d46b1b197b90095b5c4e9f5845bba
REVV,0.01069007,REVV,6480468.0,18.0,0x557b933a7c2c45672b610f8954a3deb39a51a8ca
DYP,0.273438,DEFI YIELD PROTOCOL,6478779.0,18.0,0x961c8c0b1aad0c0b10a51fef6a867e3091bcef17
XAIFRAXBP3CRV-F,0.9933325082638571,Curve.fi Factory USD Metapool: XAI/FRAXBP,6475722.559428628,18.0,0x326290a1b0004eee78fa6ed4f1d8f4b2523ab669
HCRV,27879.545024987325,Curve.fi hBTC/wBTC,6468182.098653853,18.0,0xb19059ebb43466c323583928285a49f558e572fd
EPIK,0.00803055,EPIK PRIME,6458168.0,18.0,0x4da0c48376c277cdbd7fc6fdc6936dee3e4adf75
VST,1.007,VESTA STABLE,6451342.0,18.0,0xb7c2fcd6d7922eddd2a7a9b0524074a60d5b472c
PLR,0.0264647,Pillar,6449173.0,18.0,0xa6b37fc85d870711c56fbcb8afe2f8db049ae774
KAN,0.00118671,BITKAN,6436892.0,18.0,0x1410434b0346f5be678d0fb554e5c7ab620f8f4a
CVXA3CRV,1.1108911008235873,Curve.fi aDAI/aUSDC/aUSDT Convex Deposit,6406002.604300547,18.0,0x23f224c37c3a69a058d86a54d3f561295a93d542
FRM,0.055875,FERRUM NETWORK,6398736.0,6.0,0xe5caef4af8780e59df925470b050fb23c43ca68c
HANDY,0.00162822,HANDY,6383909.0,18.0,0x8bbe1a2961b41340468d0548c2cd5b7dfa9b684c
TUSDFRAXBP3CRV-F,1.0042472745945148,Curve.fi Factory USD Metapool: TUSDFRAXBP,6355831.6000279095,18.0,0x33baeda08b8afacc4d3d07cf31d49fc1f1f3e893
CVXTUSDFRAXBP3CRV-F,1.0042472745945148,Curve.fi Factory USD Metapool: TUSDFRAXBP Convex Deposit,6354163.0864152135,18.0,0x10be382cfab53e0abd093d6801b5e95c6aedb715
WETH/SUPER,59.22044747907711,UniswapV2 LP WETH/SUPER,6353559.228448798,18.0,0x25647e01bd0967c1b9599fa3521939871d1d0888
USDX,1.31,Dollars,6326551.0,9.0,0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3
XHT,0.205985,HOLLAEX,6318355.0,18.0,0xd3c625f54dec647db8780dbbe0e880ef21ba4329
MOOCURVEWSTETH,2570.8566845900027,Beefy Moo Curve wstETH,6313611.096584276,18.0,0x9e75f8298e458b76382870982788988a0799195b
ZCN,0.144028,Zus,6311525.0,10.0,0x8bb30e0e67b11b978a5040144c410e1ccddcba30
CRVRENWSBTC,28253.467298189,Curve.fi renBTC/wBTC/sBTC,6305016.703910256,18.0,0x075b1bb99792c9e1041ba13afef80c91a1e70fb3
BANANA,0.02629604,ApeSwap,6299040.0,18.0,0x5d47baba0d66083c52009271faf3f50dcc01023c
PHONON,0.00088184,PHONON DAO,6295422.0,18.0,0x758b4684be769e92eefea93f60dda0181ea303ec
ID,0.055583,EVEREST,6282469.0,18.0,0x2dff88a56767223a5529ea5960da7a3f5f766406
ID,0.055583,EVEREST,6282469.0,18.0,0xebd9d99a3982d547c5bb4db7e3b1f9f14b67eb83
IB3CRV,1.0911978343207243,Curve.fi cyDAI/cyUSDC/cyUSDT,6277631.217081939,18.0,0x5282a4ef67d9c33135340fb3289cc1711c13638c
USDC/MIMATIC,2149437.633853394,QuickSwap LP USDC/miMATIC,6276832.531768845,18.0,0x160532d2536175d65c03b97b0630a9802c274dad
XED,0.068535,Exeedme,6269751.0,18.0,0x2fe8733dcb25bfbba79292294347415417510067
DCHF3CRV-F,2.2079071139372357,Curve.fi Factory Crypto Pool: DCHF/3CRV,6236390.307866144,18.0,0x8bc3f1e82ca3d63987dc12f90538c6bf818fcd0f
IMPT,0.004684666438950883,IMPT,6192646.591289185,18.0,0x04c17b9d3b29a78f7bd062a57cf44fc633e71f85
MUSD,1.01,MSTABLE USD,6177578.0,18.0,0xe2f2a5c287993345a840db3b0845fbc70f5935a5
LAND,1.61,LANDSHARE,6167138.0,18.0,0x0e2ef8aecb3c01ad5d596f1b67134e178199984d
WSB,0.0062569,WallStreetBets DApp,6153988.0,18.0,0xe1590a6fa0cff9c960181cb77d8a873601772f64
WAXE/WETH,70150080.16468056,UniswapV2 LP WAXE/WETH,6152577.318558624,18.0,0x0ee0cb563a52ae1170ac34fbb94c50e89adde4bd
WIKEN,0.0064046192836746466,Project WITH,6140788.082197216,,0xb7e77aebbe0687d2eff24cc90c41a3b6ea74bdab
KP3RETH-F,695.248536227962,Curve.fi Factory Crypto Pool: KP3R/ETH,6127733.395093563,18.0,0x4647b6d835f3b393c7a955df51eefcf0db961606
NTVRK,0.146914,NETVRK,6123728.0,18.0,0xfc0d6cf33e38bce7ca7d89c0e292274031b7157a
ARV,8.505e-05,ARIVA,6123278.0,,0x79c7ef95ad32dcd5ecadb231568bb03df7824815
ARV,8.505e-05,ARIVA,6123278.0,18.0,0x28fda76721a8077a5de802ab0212849b8c38429e
PIB,0.00030817,PIBBLE,6113411.0,18.0,0x1864ce27e9f7517047933caae530674e8c70b8a7
XI,0.01447681,XI,6064593.0,18.0,0x295b42684f90c77da7ea46336001010f2791ec8c
WETH/FLOKI,19372.192981519387,UniswapV2 LP WETH/FLOKI,6058169.141139016,18.0,0xca7c2771d248dcbe09eabe0ce57a62e18da178c0
WBTC/BADGER,14.357898087427817,BalancerV2 LP WBTC/BADGER,6052762.798380421,18.0,0xb460daa847c45f1c4a41cb05bfb3b51c92e41b36
SEUR,1.073,SEUR,6047293.0,18.0,0xd71ecff9342a5ced620049e616c5035f1db98620
TXAU,61.95,tGOLD,6043406.0,18.0,0xa6da8c8999c094432c77e7d318951d34019af24b
CVXKP3RETH-F,696.6887189067492,Curve.fi Factory Crypto Pool: KP3R/ETH Convex Deposit,6032948.062542686,18.0,0xb963a359ec5255e789004279c3d85fd03b17fa89
WHALE,0.651354,WHALE,6031856.0,4.0,0xb9585ec9d4c97ad9ded7250bb9a199fe8eed0eca
TITAN,0.060291,TITANSWAP,6031327.0,18.0,0x3a8cccb969a61532d1e6005e2ce12c200caece87
POLYDOGE,6.747e-09,PolyDoge,6021824.0,18.0,0x8a953cfe442c5e8855cc6c61b1293fa648bae472
